"Branch","Category","Brand","Product","IMEI/SRNO","Qty","Sender Branch","Status","Variant id"
"NASHIK 1","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054922811","1","","In Branch","45"
"SINNAR","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054922936","1","","In Branch","45"
"SOLAPUR 1","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'866052050321854","1","","In Branch","1339"
"SOLAPUR 1","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'866052050309214","1","","In Branch","1339"
"MIRAJKAR TIKATI","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'866052050366792","1","","In Branch","1339"
"SADASHIV PETH","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433051655379","1","","In Branch","46"
"SADASHIV PETH","Mobiles","VIVO","VIVO V20 SE 8GB 128GB Aquamarine Green","'864433051758595","1","","In Branch","564"
"KARAD 1","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500052000135","1","","In Branch","1327"
"KARAD 1","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240053106451","1","","In Branch","1673"
"PANAJI","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100056656772","1","","In Branch","1322"
"PONDA","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100056663877","1","","In Branch","1322"
"PANAJI","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100056662895","1","","In Branch","1322"
"MARGAO 1","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054947974","1","","In Branch","45"
"MARGAO 1","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054949210","1","","In Branch","45"
"GOREGAON West","Mobiles","VIVO","VIVO Y51A 8GB 128GB Titanium Sapphire","'863500051709058","1","","In Branch","1326"
"OSHIWARA","Mobiles","VIVO","VIVO Y51A 8GB 128GB Titanium Sapphire","'863500051708498","1","","In Branch","1326"
"GOREGAON West","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500053682139","1","","In Branch","1327"
"OSHIWARA","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500056188738","1","","In Branch","1327"
"NASHIK 2","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433051633137","1","","In Branch","46"
"SINNAR","Mobiles","VIVO","VIVO V20 Pro 8GB 128GB Midnight Jazz","'860688055040456","1","","In Branch","565"
"BALAJI NAGAR","Mobiles","VIVO","VIVO Y12s 3GB 32GB Glacier Blue","'865100055458956","1","","In Branch","1325"
"SHRIRAMPUR","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100055570750","1","","In Branch","1322"
"ICHALKARANJI 2","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100055588950","1","","In Branch","1322"
"PANDHARPUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897054187253","1","","In Branch","1273"
"MANGALWEDHA","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897054181199","1","","In Branch","1273"
"VITA 2","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897054195819","1","","In Branch","1273"
"KARAD 2","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897054194630","1","","In Branch","1273"
"BINDU CHOWK","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897054192212","1","","In Branch","1273"
"BINDU CHOWK","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897054189655","1","","In Branch","1273"
"MANGALWEDHA","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897054257155","1","","In Branch","1272"
"SANGLI 2","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897054257213","1","","In Branch","1272"
"BINDU CHOWK","Mobiles","VIVO","VIVO V20 Pro 8GB 128GB Midnight Jazz","'860688057526056","1","","In Branch","565"
"MANGALWEDHA","Mobiles","VIVO","VIVO V20 Pro 8GB 128GB Midnight Jazz","'860688057526312","1","","In Branch","565"
"HADAPSAR","Mobiles","VIVO","VIVO V20 Pro 8GB 128GB Midnight Jazz","'860688057563497","1","","In Branch","565"
"ICHALKARANJI 2","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054716973","1","","In Branch","45"
"AKKALKOT","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054714259","1","","In Branch","45"
"MANGALWEDHA","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054715439","1","","In Branch","45"
"CHIPLUN 2","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054717310","1","","In Branch","45"
"CHIPLUN 2","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054715835","1","","In Branch","45"
"RAHURI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054716536","1","","In Branch","45"
"KHED","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054715892","1","","In Branch","45"
"SOLAPUR 2","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054717534","1","","In Branch","45"
"AKKALKOT","Mobiles","VIVO","VIVO Y20G 6GB 128GB Purist Blue","'866240056000099","1","","In Branch","1375"
"SATARA POWAI NAKA","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240053113234","1","","In Branch","1673"
"JAYSINGPUR","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050844156","1","","In Branch","46"
"KHED","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054592275","1","","In Branch","45"
"SOLAPUR 2","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054591913","1","","In Branch","45"
"MIRAJKAR TIKATI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054590915","1","","In Branch","45"
"SATARA 2","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054590832","1","","In Branch","45"
"CHIPLUN 2","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054592333","1","","In Branch","45"
"CHIPLUN 2","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054593851","1","","In Branch","45"
"NAGAR 1","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'866052050162878","1","","In Branch","1339"
"NAGAR 2","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'866052050163173","1","","In Branch","1339"
"NAGAR 2","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'866052050161151","1","","In Branch","1339"
"WAKAD","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'866052050165053","1","","In Branch","1339"
"SOLAPUR 1","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054590378","1","","In Branch","45"
"SHRIRAMPUR","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054590071","1","","In Branch","45"
"BHOSARI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054597951","1","","In Branch","45"
"JAYSINGPUR","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054599031","1","","In Branch","45"
"CHIPLUN 3","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054561338","1","","In Branch","45"
"ISLAMPUR 3","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054562351","1","","In Branch","45"
"MIRAJ 1","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054568796","1","","In Branch","45"
"MIRAJ 1","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054568374","1","","In Branch","45"
"WAI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054568176","1","","In Branch","45"
"WAI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054568630","1","","In Branch","45"
"VADUJ","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054568432","1","","In Branch","45"
"BALAJI NAGAR","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054566071","1","","In Branch","45"
"BARSHI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054569331","1","","In Branch","45"
"BARSHI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054570115","1","","In Branch","45"
"SOLAPUR 1","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054568614","1","","In Branch","45"
"WAI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054569174","1","","In Branch","45"
"SOLAPUR 2","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054569075","1","","In Branch","45"
"BALAJI NAGAR","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054567293","1","","In Branch","45"
"GADHINGLAJ","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054567939","1","","In Branch","45"
"VADUJ","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054571717","1","","In Branch","45"
"SHAHUPURI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054572335","1","","In Branch","45"
"THAKUR VILLAGE- kandivali E","Mobiles","VIVO","VIVO V20 SE 8GB 128GB Aquamarine Green","'866896059650139","1","","In Branch","564"
"WAKAD","Mobiles","VIVO","Vivo Y20 4GB 64GB Purist Blue","'869047050713719","1","","In Branch","59"
"J M ROAD","Mobiles","VIVO","Vivo Y20 4GB 64GB Purist Blue","'869047050715615","1","","In Branch","59"
"KARAD 2","Mobiles","VIVO","Vivo Y20 4GB 64GB Purist Blue","'869047050709915","1","","In Branch","59"
"SOLAPUR 4","Mobiles","VIVO","Vivo Y20 4GB 64GB Purist Blue","'869047050705376","1","","In Branch","59"
"JAYSINGPUR","Mobiles","VIVO","Vivo V20 8GB 128GB Sunset Melody","'868326052180270","1","","In Branch","44"
"SHAHUPURI","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433051400271","1","","In Branch","46"
"SOLAPUR 2","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433051397733","1","","In Branch","46"
"KOREGAON","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054571675","1","","In Branch","45"
"BARSHI","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054570313","1","","In Branch","45"
"GADHINGLAJ","Mobiles","VIVO","Vivo V20 Pro 8GB 128GB Sunset Melody","'860688054563037","1","","In Branch","45"
"J M ROAD","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500051105976","1","","In Branch","1327"
"SANGAMNER","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500051106396","1","","In Branch","1327"
"SWARGATE 1","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500051106610","1","","In Branch","1327"
"SOLAPUR 1","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500051120496","1","","In Branch","1327"
"J M ROAD","Mobiles","VIVO","VIVO Y51A 8GB 128GB Titanium Sapphire","'863500051009913","1","","In Branch","1326"
"SANGAMNER","Mobiles","VIVO","VIVO Y12s 3GB 32GB Glacier Blue","'865100054295995","1","","In Branch","1325"
"ICHALKARANJI 1","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053939619","1","","In Branch","1322"
"ISLAMPUR 1","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053933638","1","","In Branch","1322"
"BARSHI","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059710899","1","","In Branch","1339"
"BARSHI","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059704835","1","","In Branch","1339"
"PIMPRI","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059697351","1","","In Branch","1339"
"PIMPRI","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059705196","1","","In Branch","1339"
"BALAJI NAGAR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059879137","1","","In Branch","1273"
"PIMPRI","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059880259","1","","In Branch","1273"
"KOREGAON","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059880317","1","","In Branch","1273"
"RAHURI","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053622090","1","","In Branch","1322"
"NAGAR 2","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053620615","1","","In Branch","1322"
"NAGAR 1","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053622892","1","","In Branch","1322"
"SANGLI 3","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053565778","1","","In Branch","1322"
"NAGAR 3","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053579118","1","","In Branch","1322"
"NAGAR 3","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053580017","1","","In Branch","1322"
"SANGAMNER","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053571610","1","","In Branch","1322"
"ICHALKARANJI 3","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053585511","1","","In Branch","1322"
"CHIPLUN 1","Mobiles","VIVO","VIVO Y12s 3GB 32GB Glacier Blue","'865100053518132","1","","In Branch","1325"
"NAGAR 1","Mobiles","VIVO","VIVO Y12s 3GB 32GB Glacier Blue","'865100053516276","1","","In Branch","1325"
"PHALTAN 1","Mobiles","VIVO","VIVO Y12s 3GB 32GB Glacier Blue","'865100053536019","1","","In Branch","1325"
"SANGLI 2","Mobiles","VIVO","VIVO Y12s 3GB 32GB Glacier Blue","'865100053534493","1","","In Branch","1325"
"JAYSINGPUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052953839","1","","In Branch","1272"
"SHRIRAMPUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052965692","1","","In Branch","1272"
"SHRIRAMPUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052970015","1","","In Branch","1272"
"RATNAGIRI 1","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052959158","1","","In Branch","1272"
"VADUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059600418","1","","In Branch","1273"
"SANGAMNER","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059625837","1","","In Branch","1273"
"SANGAMNER","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059633013","1","","In Branch","1273"
"BARSHI","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059607496","1","","In Branch","1273"
"SHIRUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059601317","1","","In Branch","1273"
"JATH","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059601119","1","","In Branch","1273"
"RATNAGIRI 1","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059600731","1","","In Branch","1273"
"SANGAMNER","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059601473","1","","In Branch","1273"
"RAJARAMPURI 2","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240052820979","1","","In Branch","1673"
"SOLAPUR 1","Mobiles","VIVO","VIVO V20 SE 8GB 128GB Aquamarine Green","'866896059286454","1","","In Branch","564"
"SOLAPUR 1","Mobiles","VIVO","VIVO V20 SE 8GB 128GB Aquamarine Green","'866896059288054","1","","In Branch","564"
"SOLAPUR 1","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433051384756","1","","In Branch","46"
"RANKALA","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433051380770","1","","In Branch","46"
"HUPARI","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433051401774","1","","In Branch","46"
"SOLAPUR 1","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433051400255","1","","In Branch","46"
"KOREGAON","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052714959","1","","In Branch","1272"
"SHRIRAMPUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052707094","1","","In Branch","1272"
"GADHINGLAJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052705197","1","","In Branch","1272"
"BARSHI","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059448313","1","","In Branch","1273"
"SOLAPUR 1","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059434651","1","","In Branch","1273"
"PIMPRI","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059445178","1","","In Branch","1273"
"SHRIRAMPUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059445996","1","","In Branch","1273"
"SHRIRAMPUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059439635","1","","In Branch","1273"
"PIMPRI","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059436391","1","","In Branch","1273"
"PIMPRI","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'864419059445434","1","","In Branch","1273"
"VITA 1","Mobiles","VIVO","VIVO Y12s 3GB 32GB Glacier Blue","'865100053086098","1","","In Branch","1325"
"SANGAMNER","Mobiles","VIVO","VIVO Y12s 3GB 32GB Glacier Blue","'865100053057495","1","","In Branch","1325"
"ISLAMPUR 1","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053205276","1","","In Branch","1322"
"RAJARAMPURI 2","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053096899","1","","In Branch","1322"
"MIRAJ 1","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053096691","1","","In Branch","1322"
"SANGAMNER","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053178911","1","","In Branch","1322"
"NAGAR 3","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053176592","1","","In Branch","1322"
"NAGAR 3","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053176733","1","","In Branch","1322"
"CHIPLUN 2","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100053212439","1","","In Branch","1322"
"SANGAMNER 2","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059539652","1","","In Branch","1339"
"NAGAR 2","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059523953","1","","In Branch","1339"
"MANCHAR","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059530172","1","","In Branch","1339"
"PONDA","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165058642234","1","","In Branch","1339"
"PANAJI","Mobiles","VIVO","VIVO Y31 6GB 128GB Ocean Blue","'868165058360498","1","","In Branch","1340"
"PANAJI","Mobiles","VIVO","VIVO Y20G 6GB 128GB Obsidian Black","'866240055546399","1","","In Branch","1376"
"PANAJI","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052855034","1","","In Branch","1272"
"VASCO","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052855976","1","","In Branch","1272"
"PONDA","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052854938","1","","In Branch","1272"
"PONDA","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052856016","1","","In Branch","1272"
"MARGAO 1","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897052849672","1","","In Branch","1272"
"VASCO","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897052873995","1","","In Branch","1273"
"PANDHARPUR","Mobiles","VIVO","Vivo Y20 4GB 64GB Purist Blue","'869047050565135","1","","In Branch","59"
"TASGAON 2","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050589272","1","","In Branch","46"
"SOLAPUR 1","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050632510","1","","In Branch","46"
"RANKALA","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050631850","1","","In Branch","46"
"ICHALKARANJI 3","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100052865112","1","","In Branch","1322"
"RATNAGIRI 3","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'865100052867779","1","","In Branch","1322"
"SHRIRAMPUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897052461676","1","","In Branch","1273"
"SOLAPUR 1","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897052424575","1","","In Branch","1273"
"SOLAPUR 1","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897052425218","1","","In Branch","1273"
"SOLAPUR 1","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897052423973","1","","In Branch","1273"
"KOREGAON","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897052425556","1","","In Branch","1273"
"HUPARI","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'862897052423536","1","","In Branch","1273"
"PIMPRI","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059220634","1","","In Branch","1339"
"CHIPLUN 1","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059222234","1","","In Branch","1339"
"MANCHAR","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059221392","1","","In Branch","1339"
"MANCHAR","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059220832","1","","In Branch","1339"
"J M ROAD","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'868165059238834","1","","In Branch","1339"
"TASGAON 2","Mobiles","VIVO","VIVO Y31 6GB 128GB Ocean Blue","'868165059544579","1","","In Branch","1340"
"KARAD 2","Mobiles","VIVO","VIVO Y31 6GB 128GB Ocean Blue","'868165059324196","1","","In Branch","1340"
"THAKUR VILLAGE- kandivali E","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'866896059658413","1","","In Branch","46"
"CHARKOP - kandivali W","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500050151799","1","","In Branch","1327"
"CHARKOP - kandivali W","Mobiles","VIVO","VIVO Y20G 6GB 128GB Obsidian Black","'866240058563714","1","","In Branch","1376"
"RAM MANDIR WEST","Mobiles","VIVO","VIVO Y20G 6GB 128GB Purist Blue","'864307052291857","1","","In Branch","1375"
"SWARGATE 1","Mobiles","VIVO","VIVO Y20G 6GB 128GB Purist Blue","'866240057024759","1","","In Branch","1375"
"SANGLI 1","Mobiles","VIVO","VIVO Y20G 6GB 128GB Purist Blue","'866240057008794","1","","In Branch","1375"
"GADHINGLAJ","Mobiles","VIVO","VIVO Y20G 4GB 64GB Obsidian Black","'866240051547110","1","","In Branch","1399"
"KARAD 1","Mobiles","VIVO","VIVO Y20G 4GB 64GB Obsidian Black","'866240051261175","1","","In Branch","1399"
"SOLAPUR 2","Mobiles","VIVO","VIVO Y20G 4GB 64GB Obsidian Black","'866240051519416","1","","In Branch","1399"
"INDAPUR","Mobiles","VIVO","VIVO Y20G 4GB 64GB Obsidian Black","'866240051521719","1","","In Branch","1399"
"KHED","Mobiles","VIVO","VIVO Y20G 4GB 64GB Obsidian Black","'866240051218092","1","","In Branch","1399"
"KHED","Mobiles","VIVO","VIVO Y20G 4GB 64GB Obsidian Black","'866240051179831","1","","In Branch","1399"
"NAGAR 3","Mobiles","VIVO","VIVO Y20G 4GB 64GB Obsidian Black","'866240051304710","1","","In Branch","1399"
"ICHALKARANJI 1","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240052424731","1","","In Branch","1673"
"SADASHIV PETH","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240052429656","1","","In Branch","1673"
"MIRAJ 2","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240052423592","1","","In Branch","1673"
"WAI","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240052431835","1","","In Branch","1673"
"KARAD 3","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240052359937","1","","In Branch","1673"
"SATARA POWAI NAKA","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240052363111","1","","In Branch","1673"
"PHALTAN 1","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240052418774","1","","In Branch","1673"
"ISLAMPUR 2","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866240052422818","1","","In Branch","1673"
"SATARA 2","Mobiles","VIVO","Vivo V20 8GB 128GB Sunset Melody","'868326051058410","1","","In Branch","44"
"KARAD 2","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050590858","1","","In Branch","46"
"SANGLI 1","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050591815","1","","In Branch","46"
"MIRAJ 2","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050626157","1","","In Branch","46"
"MIRAJ 2","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050619335","1","","In Branch","46"
"MIRAJ 1","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050618493","1","","In Branch","46"
"NAGAR 2","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050758315","1","","In Branch","46"
"KUDAL","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'864433050759115","1","","In Branch","46"
"BALAJI NAGAR","Mobiles","VIVO","VIVO V20 Pro 8GB 128GB Midnight Jazz","'860688054036331","1","","In Branch","565"
"KARAD 1","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500050884258","1","","In Branch","1327"
"RAJARAMPURI 2","Mobiles","VIVO","VIVO Y51A 8GB 128GB Titanium Sapphire","'863500050548531","1","","In Branch","1326"
"INDAPUR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897051901953","1","","In Branch","1272"
"SOLAPUR 1","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897051900476","1","","In Branch","1272"
"SANGAMNER","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897051956759","1","","In Branch","1272"
"SANGAMNER","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897051960652","1","","In Branch","1272"
"GANDHINAGAR","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'862897051959316","1","","In Branch","1272"
